Rank,Id,Pokemon,Type1,Type2,Total,HP,Attack,Defense,Sp.Atk,Sp.Def,Speed,Generation,Legendary,Usage%,Raw,Raw%,Real,Real%,Date
39  , 243,Raikou,Electric,,580,90,85,75,115,100,115,2,True             ,  3.01625% , 2804   ,  2.784% , 2206   ,  2.708% , 2020/09
40  , 65,Alakazam,Psychic,,500,55,50,45,135,95,120,1,False           ,  2.92972% , 3875   ,  3.847% , 2977   ,  3.655% , 2020/09
1   , 248,Tyranitar,Rock,Dark,600,100,134,110,95,100,61,2,False          , 50.73979% , 37917  , 43.893% , 31428  , 44.954% , 2020/08
2   , 376,Metagross,Steel,Psychic,600,80,135,130,95,90,70,3,False          , 37.53839% , 30370  , 35.156% , 24526  , 35.081% , 2020/08
3   , 260,Swampert,Water,Ground,535,100,110,90,85,90,60,3,False           , 36.04388% , 29132  , 33.723% , 23745  , 33.964% , 2020/08
4   , 94,Gengar,Ghost,Poison,500,60,65,60,130,75,110,1,False             , 30.75586% , 26520  , 30.699% , 21131  , 30.225% , 2020/08
5   , 227,Skarmory,Steel,Flying,465,65,80,140,40,70,70,2,False           , 28.90934% , 22881  , 26.487% , 20906  , 29.904% , 2020/08
6   , 373,Salamence,Dragon,Flying,600,95,135,80,110,80,100,3,False          , 27.62985% , 23519  , 27.225% , 19276  , 27.572% , 2020/08
7   , 145,Zapdos,Electric,Flying,580,90,90,85,125,90,100,1,True             , 25.45265% , 18624  , 21.559% , 16690  , 23.873% , 2020/08
8   , 143,Snorlax,Normal,,540,160,110,65,65,110,30,1,False            , 25.29066% , 19952  , 23.096% , 16368  , 23.412% , 2020/08
9   , 251,Celebi,Psychic,Grass,600,100,100,100,100,100,100,2,False             , 22.03082% , 16995  , 19.673% , 14386  , 20.577% , 2020/08
10  , 242,Blissey,Normal,,540,255,10,10,75,135,55,2,False            , 21.41058% , 17005  , 19.685% , 14213  , 20.330% , 2020/08
11  , 82,Magneton,Electric,Steel,465,50,60,95,120,70,70,1,False           , 19.46465% , 15566  , 18.019% , 11363  , 16.253% , 2020/08
12  , 51,Dugtrio,Ground,,405,35,80,50,50,70,120,1,False            , 19.23310% , 15391  , 17.817% , 11666  , 16.687% , 2020/08
13  , 245,Suicune,Water,,580,100,75,115,90,115,85,2,True            , 16.18459% , 12280  , 14.215% , 10092  , 14.435% , 2020/08
14  , 142,Aerodactyl,Rock,Flying,515,80,105,65,60,75,130,1,False         , 15.52812% , 13192  , 15.271% , 9897   , 14.156% , 2020/08
15  , 121,Starmie,Water,Psychic,520,60,75,85,100,85,115,1,False            , 13.45556% , 11273  , 13.050% , 8595   , 12.294% , 2020/08
16  , 385,Jirachi,Steel,Psychic,600,100,100,100,100,100,100,3,True            , 12.22570% , 9333   , 10.804% , 7315   , 10.463% , 2020/08
17  , 214,Heracross,Bug,Fighting,500,80,125,75,40,95,85,2,False          , 10.45517% , 9428   , 10.914% , 7225   , 10.334% , 2020/08
18  , 344,Claydol,Ground,Psychic,500,60,70,105,70,120,75,3,False            ,  9.70662% , 7651   ,  8.857% , 6089   ,  8.710% , 2020/08
19  , 135,Jolteon,Electric,,525,65,65,60,110,95,130,1,False            ,  9.20920% , 8580   ,  9.932% , 7115   , 10.177% , 2020/08
20  , 350,Milotic,Water,,540,95,60,79,100,125,81,3,False            ,  8.14639% , 7218   ,  8.356% , 5860   ,  8.382% , 2020/08
21  , 130,Gyarados,Water,Flying,540,95,125,79,60,100,81,1,False           ,  7.74184% , 7100   ,  8.219% , 5866   ,  8.391% , 2020/08
22  , 205,Forretress,Bug,Steel,465,75,90,140,60,60,40,2,False         ,  7.55993% , 6411   ,  7.421% , 5708   ,  8.165% , 2020/08
23  , 91,Cloyster,Water,Ice,525,50,95,180,85,45,70,1,False           ,  7.37506% , 6466   ,  7.485% , 5734   ,  8.202% , 2020/08
24  , 146,Moltres,Fire,Flying,580,90,100,90,125,85,90,1,True            ,  7.32989% , 5712   ,  6.612% , 4666   ,  6.674% , 2020/08
25  , 330,Flygon,Ground,Dragon,520,80,100,80,80,80,100,3,False             ,  7.30519% , 6417   ,  7.428% , 5049   ,  7.222% , 2020/08
26  , 286,Breloom,Grass,Fighting,460,60,130,80,60,60,70,3,False            ,  6.67364% , 5705   ,  6.604% , 4703   ,  6.727% , 2020/08
27  , 171,Lanturn,Water,Electric,460,125,58,58,76,76,67,2,False            ,  4.94743% , 4300   ,  4.978% , 3632   ,  5.195% , 2020/08
28  , 197,Umbreon,Dark,,525,95,65,110,60,130,65,2,False            ,  4.42208% , 4631   ,  5.361% , 3967   ,  5.674% , 2020/08
29  , 6,Charizard,Fire,Flying,534,78,84,78,109,85,100,1,False          ,  4.33532% , 4306   ,  4.985% , 3248   ,  4.646% , 2020/08
30  , 65,Alakazam,Psychic,,500,55,50,45,135,95,120,1,False           ,  4.22121% , 4096   ,  4.742% , 3063   ,  4.381% , 2020/08
31  , 257,Blaziken,Fire,Fighting,530,80,120,70,110,70,80,3,False           ,  4.17419% , 4707   ,  5.449% , 3657   ,  5.231% , 2020/08
32  , 297,Hariyama,Fighting,,474,144,120,60,40,60,50,3,False           ,  4.15106% , 3236   ,  3.746% , 2825   ,  4.041% , 2020/08
33  , 291,Ninjask,Bug,Flying,456,61,90,45,50,50,160,3,False            ,  3.75368% , 4400   ,  5.093% , 4012   ,  5.739% , 2020/08
34  , 230,Kingdra,Water,Dragon,540,75,95,95,95,95,85,2,False            ,  3.73347% , 3544   ,  4.103% , 2607   ,  3.729% , 2020/08
35  , 134,Vaporeon,Water,,525,130,65,60,110,95,65,1,False           ,  3.67665% , 3235   ,  3.745% , 2710   ,  3.876% , 2020/08
36  , 254,Sceptile,Grass,,530,70,85,65,105,85,120,3,False           ,  3.50764% , 4010   ,  4.642% , 3139   ,  4.490% , 2020/08
37  , 233,Porygon2,Normal,,515,85,80,90,105,95,60,2,False           ,  3.11420% , 2561   ,  2.965% , 1960   ,  2.804% , 2020/08
38  , 378,Regice,Ice,,580,80,50,100,100,200,50,3,True             ,  2.92098% , 2674   ,  3.095% , 2218   ,  3.173% , 2020/08
39  , 272,Ludicolo,Water,Grass,480,80,70,70,90,100,70,3,False           ,  2.80845% , 3195   ,  3.699% , 2675   ,  3.826% , 2020/08
40  , 356,Dusclops,Ghost,,455,40,70,130,60,130,25,3,False           ,  2.79227% , 2848   ,  3.297% , 2326   ,  3.327% , 2020/08
1   , 248,Tyranitar,Rock,Dark,600,100,134,110,95,100,61,2,False          , 47.01264% , 31866  , 40.776% , 26237  , 41.619% , 2020/07
2   , 376,Metagross,Steel,Psychic,600,80,135,130,95,90,70,3,False          , 40.15378% , 29469  , 37.709% , 23988  , 38.052% , 2020/07
3   , 260,Swampert,Water,Ground,535,100,110,90,85,90,60,3,False           , 37.66591% , 27237  , 34.853% , 22276  , 35.336% , 2020/07
4   , 373,Salamence,Dragon,Flying,600,95,135,80,110,80,100,3,False          , 32.88521% , 24642  , 31.532% , 20295  , 32.194% , 2020/07
5   , 94,Gengar,Ghost,Poison,500,60,65,60,130,75,110,1,False             , 27.99562% , 22216  , 28.428% , 17595  , 27.911% , 2020/07
6   , 143,Snorlax,Normal,,540,160,110,65,65,110,30,1,False            , 27.38754% , 19629  , 25.118% , 16343  , 25.925% , 2020/07
7   , 227,Skarmory,Steel,Flying,465,65,80,140,40,70,70,2,False           , 25.34169% , 18083  , 23.139% , 16580  , 26.301% , 2020/07
8   , 145,Zapdos,Electric,Flying,580,90,90,85,125,90,100,1,True             , 24.20600% , 16726  , 21.403% , 14969  , 23.745% , 2020/07
9   , 242,Blissey,Normal,,540,255,10,10,75,135,55,2,False            , 22.79398% , 16601  , 21.243% , 13843  , 21.959% , 2020/07
10  , 251,Celebi,Psychic,Grass,600,100,100,100,100,100,100,2,False             , 20.71018% , 15091  , 19.311% , 12674  , 20.105% , 2020/07
11  , 82,Magneton,Electric,Steel,465,50,60,95,120,70,70,1,False           , 19.67104% , 13914  , 17.805% , 10201  , 16.182% , 2020/07
12  , 51,Dugtrio,Ground,,405,35,80,50,50,70,120,1,False            , 18.23457% , 12767  , 16.337% , 9386   , 14.889% , 2020/07
13  , 245,Suicune,Water,,580,100,75,115,90,115,85,2,True            , 16.73752% , 11944  , 15.284% , 9971   , 15.817% , 2020/07
14  , 142,Aerodactyl,Rock,Flying,515,80,105,65,60,75,130,1,False         , 15.43463% , 11720  , 14.997% , 8829   , 14.005% , 2020/07
15  , 121,Starmie,Water,Psychic,520,60,75,85,100,85,115,1,False            , 13.24794% , 10099  , 12.923% , 7681   , 12.184% , 2020/07
16  , 385,Jirachi,Steel,Psychic,600,100,100,100,100,100,100,3,True            , 12.65583% , 8522   , 10.905% , 6678   , 10.593% , 2020/07
17  , 214,Heracross,Bug,Fighting,500,80,125,75,40,95,85,2,False          , 12.43498% , 9187   , 11.756% , 7236   , 11.478% , 2020/07
18  , 344,Claydol,Ground,Psychic,500,60,70,105,70,120,75,3,False            ,  9.34896% , 6789   ,  8.687% , 5444   ,  8.636% , 2020/07
19  , 135,Jolteon,Electric,,525,65,65,60,110,95,130,1,False            ,  8.73137% , 7502   ,  9.600% , 6129   ,  9.722% , 2020/07
20  , 350,Milotic,Water,,540,95,60,79,100,125,81,3,False            ,  7.86624% , 6419   ,  8.214% , 5177   ,  8.212% , 2020/07
21  , 330,Flygon,Ground,Dragon,520,80,100,80,80,80,100,3,False             ,  7.29554% , 5888   ,  7.534% , 4592   ,  7.284% , 2020/07
22  , 205,Forretress,Bug,Steel,465,75,90,140,60,60,40,2,False         ,  7.27054% , 5599   ,  7.165% , 4972   ,  7.887% , 2020/07
23  , 130,Gyarados,Water,Flying,540,95,125,79,60,100,81,1,False           ,  6.82294% , 5579   ,  7.139% , 4677   ,  7.419% , 2020/07
24  , 286,Breloom,Grass,Fighting,460,60,130,80,60,60,70,3,False            ,  6.54796% , 5117   ,  6.548% , 4085   ,  6.480% , 2020/07
25  , 91,Cloyster,Water,Ice,525,50,95,180,85,45,70,1,False           ,  6.43796% , 4727   ,  6.049% , 4110   ,  6.520% , 2020/07
26  , 146,Moltres,Fire,Flying,580,90,100,90,125,85,90,1,True            ,  5.62167% , 4144   ,  5.303% , 3289   ,  5.217% , 2020/07
27  , 134,Vaporeon,Water,,525,130,65,60,110,95,65,1,False           ,  4.85413% , 3628   ,  4.642% , 2962   ,  4.699% , 2020/07
28  , 291,Ninjask,Bug,Flying,456,61,90,45,50,50,160,3,False            ,  4.51858% , 4418   ,  5.653% , 4112   ,  6.523% , 2020/07
29  , 65,Alakazam,Psychic,,500,55,50,45,135,95,120,1,False           ,  4.23178% , 4001   ,  5.120% , 3026   ,  4.800% , 2020/07
30  , 6,Charizard,Fire,Flying,534,78,84,78,109,85,100,1,False          ,  4.21775% , 3825   ,  4.895% , 2861   ,  4.538% , 2020/07
31  , 257,Blaziken,Fire,Fighting,530,80,120,70,110,70,80,3,False           ,  4.19895% , 4306   ,  5.510% , 3316   ,  5.260% , 2020/07
32  , 230,Kingdra,Water,Dragon,540,75,95,95,95,95,85,2,False            ,  4.04863% , 3410   ,  4.364% , 2545   ,  4.037% , 2020/07
33  , 197,Umbreon,Dark,,525,95,65,110,60,130,65,2,False            ,  3.75748% , 3368   ,  4.310% , 2794   ,  4.432% , 2020/07
34  , 254,Sceptile,Grass,,530,70,85,65,105,85,120,3,False           ,  3.42883% , 3582   ,  4.584% , 2858   ,  4.534% , 2020/07
35  , 378,Regice,Ice,,580,80,50,100,100,200,50,3,True             ,  3.31423% , 2827   ,  3.617% , 2329   ,  3.694% , 2020/07
36  , 356,Dusclops,Ghost,,455,40,70,130,60,130,25,3,False           ,  3.21712% , 2820   ,  3.609% , 2322   ,  3.683% , 2020/07
37  , 229,Houndoom,Dark,Fire,500,75,90,50,110,80,95,2,False           ,  3.06705% , 2409   ,  3.083% , 1843   ,  2.924% , 2020/07
38  , 233,Porygon2,Normal,,515,85,80,90,105,95,60,2,False           ,  2.98172% , 2248   ,  2.877% , 1773   ,  2.812% , 2020/07
39  , 272,Ludicolo,Water,Grass,480,80,70,70,90,100,70,3,False           ,  2.94900% , 2868   ,  3.670% , 2423   ,  3.844% , 2020/07
40  , 297,Hariyama,Fighting,,474,144,120,60,40,60,50,3,False           ,  2.88051% , 2211   ,  2.829% , 1878   ,  2.979% , 2020/07
1   , 248,Tyranitar,Rock,Dark,600,100,134,110,95,100,61,2,False          , 43.82836% , 29084  , 38.390% , 23995  , 39.499% , 2020/06
2   , 376,Metagross,Steel,Psychic,600,80,135,130,95,90,70,3,False          , 41.64641% , 29283  , 38.652% , 23826  , 39.221% , 2020/06
3   , 260,Swampert,Water,Ground,535,100,110,90,85,90,60,3,False           , 35.98658% , 25637  , 33.840% , 20599  , 33.909% , 2020/06
4   , 373,Salamence,Dragon,Flying,600,95,135,80,110,80,100,3,False          , 29.81193% , 21811  , 28.790% , 17843  , 29.372% , 2020/06
5   , 94,Gengar,Ghost,Poison,500,60,65,60,130,75,110,1,False             , 28.86162% , 21426  , 28.281% , 16984  , 27.958% , 2020/06
6   , 227,Skarmory,Steel,Flying,465,65,80,140,40,70,70,2,False           , 27.02768% , 18986  , 25.061% , 17012  , 28.004% , 2020/06
7   , 143,Snorlax,Normal,,540,160,110,65,65,110,30,1,False            , 26.13673% , 18229  , 24.062% , 14810  , 24.379% , 2020/06
8   , 242,Blissey,Normal,,540,255,10,10,75,135,55,2,False            , 24.83701% , 17482  , 23.076% , 14476  , 23.829% , 2020/06
9   , 145,Zapdos,Electric,Flying,580,90,90,85,125,90,100,1,True             , 23.14284% , 15056  , 19.873% , 13506  , 22.233% , 2020/06
10  , 251,Celebi,Psychic,Grass,600,100,100,100,100,100,100,2,False             , 22.15426% , 15491  , 20.447% , 12937  , 21.296% , 2020/06
11  , 82,Magneton,Electric,Steel,465,50,60,95,120,70,70,1,False           , 19.93889% , 13730  , 18.123% , 9872   , 16.251% , 2020/06
12  , 51,Dugtrio,Ground,,405,35,80,50,50,70,120,1,False            , 18.61689% , 13146  , 17.352% , 9689   , 15.949% , 2020/06
13  , 245,Suicune,Water,,580,100,75,115,90,115,85,2,True            , 16.43693% , 11190  , 14.770% , 9208   , 15.158% , 2020/06
14  , 142,Aerodactyl,Rock,Flying,515,80,105,65,60,75,130,1,False         , 13.85070% , 10429  , 13.766% , 7802   , 12.843% , 2020/06
15  , 121,Starmie,Water,Psychic,520,60,75,85,100,85,115,1,False            , 13.23486% , 9681   , 12.779% , 7353   , 12.104% , 2020/06
16  , 214,Heracross,Bug,Fighting,500,80,125,75,40,95,85,2,False          , 11.59855% , 8668   , 11.441% , 6787   , 11.172% , 2020/06
17  , 385,Jirachi,Steel,Psychic,600,100,100,100,100,100,100,3,True            , 11.28693% , 7668   , 10.121% , 5738   ,  9.445% , 2020/06
18  , 135,Jolteon,Electric,,525,65,65,60,110,95,130,1,False            , 10.92786% , 8444   , 11.146% , 7140   , 11.753% , 2020/06
19  , 344,Claydol,Ground,Psychic,500,60,70,105,70,120,75,3,False            ,  9.93232% , 6894   ,  9.100% , 5548   ,  9.133% , 2020/06
20  , 91,Cloyster,Water,Ice,525,50,95,180,85,45,70,1,False           ,  7.80085% , 5309   ,  7.008% , 4559   ,  7.505% , 2020/06
21  , 350,Milotic,Water,,540,95,60,79,100,125,81,3,False            ,  7.75830% , 6001   ,  7.921% , 4745   ,  7.811% , 2020/06
22  , 130,Gyarados,Water,Flying,540,95,125,79,60,100,81,1,False           ,  7.08738% , 5460   ,  7.207% , 4487   ,  7.386% , 2020/06
23  , 330,Flygon,Ground,Dragon,520,80,100,80,80,80,100,3,False             ,  7.02305% , 5420   ,  7.154% , 4265   ,  7.021% , 2020/06
24  , 205,Forretress,Bug,Steel,465,75,90,140,60,60,40,2,False         ,  6.75425% , 5006   ,  6.608% , 4425   ,  7.284% , 2020/06
25  , 286,Breloom,Grass,Fighting,460,60,130,80,60,60,70,3,False            ,  6.61373% , 4815   ,  6.356% , 3850   ,  6.338% , 2020/06
26  , 146,Moltres,Fire,Flying,580,90,100,90,125,85,90,1,True            ,  5.27943% , 3909   ,  5.160% , 3163   ,  5.207% , 2020/06
27  , 378,Regice,Ice,,580,80,50,100,100,200,50,3,True             ,  4.54626% , 3572   ,  4.715% , 2953   ,  4.861% , 2020/06
28  , 257,Blaziken,Fire,Fighting,530,80,120,70,110,70,80,3,False           ,  4.33530% , 4379   ,  5.780% , 3608   ,  5.939% , 2020/06
29  , 291,Ninjask,Bug,Flying,456,61,90,45,50,50,160,3,False            ,  4.19408% , 4080   ,  5.385% , 3760   ,  6.189% , 2020/06
30  , 6,Charizard,Fire,Flying,534,78,84,78,109,85,100,1,False          ,  4.15566% , 3993   ,  5.271% , 3157   ,  5.197% , 2020/06
31  , 65,Alakazam,Psychic,,500,55,50,45,135,95,120,1,False           ,  3.91247% , 3508   ,  4.630% , 2621   ,  4.314% , 2020/06
32  , 197,Umbreon,Dark,,525,95,65,110,60,130,65,2,False            ,  3.88794% , 3386   ,  4.469% , 2865   ,  4.716% , 2020/06
33  , 134,Vaporeon,Water,,525,130,65,60,110,95,65,1,False           ,  3.64871% , 2800   ,  3.696% , 2268   ,  3.733% , 2020/06
34  , 356,Dusclops,Ghost,,455,40,70,130,60,130,25,3,False           ,  3.64559% , 3071   ,  4.054% , 2559   ,  4.212% , 2020/06
35  , 233,Porygon2,Normal,,515,85,80,90,105,95,60,2,False           ,  3.60173% , 2417   ,  3.190% , 1889   ,  3.110% , 2020/06
36  , 254,Sceptile,Grass,,530,70,85,65,105,85,120,3,False           ,  3.55863% , 3730   ,  4.923% , 2951   ,  4.858% , 2020/06
37  , 59,Arcanine,Fire,,555,90,110,80,100,80,95,1,False           ,  3.50648% , 2797   ,  3.692% , 2343   ,  3.857% , 2020/06
38  , 230,Kingdra,Water,Dragon,540,75,95,95,95,95,85,2,False            ,  3.41763% , 2798   ,  3.693% , 1911   ,  3.146% , 2020/06
39  , 3,Venusaur,Grass,Poison,525,80,82,83,100,100,80,1,False           ,  3.19521% , 2845   ,  3.755% , 2431   ,  4.002% , 2020/06
40  , 272,Ludicolo,Water,Grass,480,80,70,70,90,100,70,3,False           ,  3.18839% , 2986   ,  3.941% , 2486   ,  4.092% , 2020/06
1   , 248,Tyranitar,Rock,Dark,600,100,134,110,95,100,61,2,False          , 42.50774% , 31098  , 37.664% , 25577  , 38.570% , 2020/05
2   , 376,Metagross,Steel,Psychic,600,80,135,130,95,90,70,3,False          , 39.31668% , 30913  , 37.440% , 25037  , 37.756% , 2020/05
3   , 260,Swampert,Water,Ground,535,100,110,90,85,90,60,3,False           , 34.12122% , 26889  , 32.567% , 21479  , 32.390% , 2020/05
4   , 94,Gengar,Ghost,Poison,500,60,65,60,130,75,110,1,False             , 30.57029% , 24367  , 29.512% , 19377  , 29.221% , 2020/05
5   , 373,Salamence,Dragon,Flying,600,95,135,80,110,80,100,3,False          , 29.25478% , 23451  , 28.403% , 19045  , 28.720% , 2020/05
6   , 227,Skarmory,Steel,Flying,465,65,80,140,40,70,70,2,False           , 28.81992% , 22232  , 26.926% , 20117  , 30.337% , 2020/05
7   , 143,Snorlax,Normal,,540,160,110,65,65,110,30,1,False            , 27.26545% , 20297  , 24.583% , 16662  , 25.126% , 2020/05
8   , 242,Blissey,Normal,,540,255,10,10,75,135,55,2,False            , 23.22466% , 18233  , 22.083% , 15139  , 22.830% , 2020/05
9   , 145,Zapdos,Electric,Flying,580,90,90,85,125,90,100,1,True             , 22.99949% , 17026  , 20.621% , 15259  , 23.011% , 2020/05
10  , 251,Celebi,Psychic,Grass,600,100,100,100,100,100,100,2,False             , 19.85297% , 15567  , 18.854% , 12892  , 19.441% , 2020/05
11  , 82,Magneton,Electric,Steel,465,50,60,95,120,70,70,1,False           , 19.09427% , 14145  , 17.132% , 10484  , 15.810% , 2020/05
12  , 51,Dugtrio,Ground,,405,35,80,50,50,70,120,1,False            , 18.09794% , 13867  , 16.795% , 10023  , 15.115% , 2020/05
13  , 245,Suicune,Water,,580,100,75,115,90,115,85,2,True            , 17.44704% , 12940  , 15.672% , 10519  , 15.863% , 2020/05
14  , 142,Aerodactyl,Rock,Flying,515,80,105,65,60,75,130,1,False         , 15.09721% , 11946  , 14.468% , 9103   , 13.727% , 2020/05
15  , 121,Starmie,Water,Psychic,520,60,75,85,100,85,115,1,False            , 13.04062% , 10448  , 12.654% , 8014   , 12.085% , 2020/05
16  , 214,Heracross,Bug,Fighting,500,80,125,75,40,95,85,2,False          , 12.27184% , 10627  , 12.871% , 8165   , 12.313% , 2020/05
17  , 135,Jolteon,Electric,,525,65,65,60,110,95,130,1,False            , 12.04363% , 9991   , 12.101% , 8312   , 12.535% , 2020/05
18  , 385,Jirachi,Steel,Psychic,600,100,100,100,100,100,100,3,True            , 10.28437% , 7680   ,  9.302% , 6006   ,  9.057% , 2020/05
19  , 344,Claydol,Ground,Psychic,500,60,70,105,70,120,75,3,False            ,  8.80244% , 6601   ,  7.995% , 5272   ,  7.950% , 2020/05
20  , 350,Milotic,Water,,540,95,60,79,100,125,81,3,False            ,  8.10660% , 6870   ,  8.321% , 5452   ,  8.222% , 2020/05
21  , 330,Flygon,Ground,Dragon,520,80,100,80,80,80,100,3,False             ,  8.00406% , 6657   ,  8.063% , 5101   ,  7.692% , 2020/05
22  , 286,Breloom,Grass,Fighting,460,60,130,80,60,60,70,3,False            ,  7.38081% , 5855   ,  7.091% , 4578   ,  6.904% , 2020/05
23  , 130,Gyarados,Water,Flying,540,95,125,79,60,100,81,1,False           ,  7.12749% , 5699   ,  6.902% , 4610   ,  6.952% , 2020/05
24  , 91,Cloyster,Water,Ice,525,50,95,180,85,45,70,1,False           ,  7.11659% , 5419   ,  6.563% , 4585   ,  6.914% , 2020/05
25  , 205,Forretress,Bug,Steel,465,75,90,140,60,60,40,2,False         ,  6.90543% , 5510   ,  6.673% , 4893   ,  7.379% , 2020/05
26  , 146,Moltres,Fire,Flying,580,90,100,90,125,85,90,1,True            ,  5.48493% , 4465   ,  5.408% , 3509   ,  5.292% , 2020/05
27  , 291,Ninjask,Bug,Flying,456,61,90,45,50,50,160,3,False            ,  5.38090% , 5424   ,  6.569% , 5096   ,  7.685% , 2020/05
28  , 65,Alakazam,Psychic,,500,55,50,45,135,95,120,1,False           ,  5.29301% , 4987   ,  6.040% , 3439   ,  5.186% , 2020/05
29  , 6,Charizard,Fire,Flying,534,78,84,78,109,85,100,1,False          ,  4.94780% , 4815   ,  5.832% , 3765   ,  5.678% , 2020/05
30  , 254,Sceptile,Grass,,530,70,85,65,105,85,120,3,False           ,  4.66808% , 4228   ,  5.121% , 3492   ,  5.266% , 2020/05
31  , 134,Vaporeon,Water,,525,130,65,60,110,95,65,1,False           ,  4.28854% , 3234   ,  3.917% , 2669   ,  4.025% , 2020/05
32  , 378,Regice,Ice,,580,80,50,100,100,200,50,3,True             ,  4.23520% , 3577   ,  4.332% , 2861   ,  4.314% , 2020/05
33  , 257,Blaziken,Fire,Fighting,530,80,120,70,110,70,80,3,False           ,  3.84348% , 4112   ,  4.980% , 3407   ,  5.138% , 2020/05
34  , 230,Kingdra,Water,Dragon,540,75,95,95,95,95,85,2,False            ,  3.69480% , 3515   ,  4.257% , 2754   ,  4.153% , 2020/05
35  , 3,Venusaur,Grass,Poison,525,80,82,83,100,100,80,1,False           ,  3.69368% , 3389   ,  4.105% , 2878   ,  4.340% , 2020/05
36  , 356,Dusclops,Ghost,,455,40,70,130,60,130,25,3,False           ,  3.32718% , 2994   ,  3.626% , 2378   ,  3.586% , 2020/05
37  , 229,Houndoom,Dark,Fire,500,75,90,50,110,80,95,2,False           ,  3.25307% , 2864   ,  3.469% , 2205   ,  3.325% , 2020/05
38  , 197,Umbreon,Dark,,525,95,65,110,60,130,65,2,False            ,  3.03926% , 3278   ,  3.970% , 2726   ,  4.111% , 2020/05
39  , 243,Raikou,Electric,,580,90,85,75,115,100,115,2,True             ,  2.96577% , 2331   ,  2.823% , 1721   ,  2.595% , 2020/05
40  , 272,Ludicolo,Water,Grass,480,80,70,70,90,100,70,3,False           ,  2.85651% , 2592   ,  3.139% , 2148   ,  3.239% , 2020/05
1   , 248,Tyranitar,Rock,Dark,600,100,134,110,95,100,61,2,False          , 47.30446% , 40075  , 42.380% , 33080  , 42.992% , 2020/04
2   , 376,Metagross,Steel,Psychic,600,80,135,130,95,90,70,3,False          , 44.08151% , 39190  , 41.444% , 32631  , 42.408% , 2020/04
3   , 260,Swampert,Water,Ground,535,100,110,90,85,90,60,3,False           , 36.88068% , 32116  , 33.963% , 26478  , 34.411% , 2020/04
4   , 373,Salamence,Dragon,Flying,600,95,135,80,110,80,100,3,False          , 30.13733% , 28010  , 29.621% , 23091  , 30.010% , 2020/04
5   , 227,Skarmory,Steel,Flying,465,65,80,140,40,70,70,2,False           , 27.11234% , 24812  , 26.239% , 22898  , 29.759% , 2020/04
6   , 94,Gengar,Ghost,Poison,500,60,65,60,130,75,110,1,False             , 27.03448% , 25913  , 27.403% , 20917  , 27.184% , 2020/04
7   , 143,Snorlax,Normal,,540,160,110,65,65,110,30,1,False            , 26.33260% , 23303  , 24.643% , 19106  , 24.831% , 2020/04
8   , 145,Zapdos,Electric,Flying,580,90,90,85,125,90,100,1,True             , 24.98819% , 20445  , 21.621% , 18492  , 24.033% , 2020/04
9   , 82,Magneton,Electric,Steel,465,50,60,95,120,70,70,1,False           , 23.25061% , 19671  , 20.802% , 14634  , 19.019% , 2020/04
10  , 242,Blissey,Normal,,540,255,10,10,75,135,55,2,False            , 23.15932% , 20921  , 22.124% , 17660  , 22.951% , 2020/04
11  , 251,Celebi,Psychic,Grass,600,100,100,100,100,100,100,2,False             , 22.48086% , 20366  , 21.537% , 16883  , 21.942% , 2020/04
12  , 245,Suicune,Water,,580,100,75,115,90,115,85,2,True            , 18.39328% , 15805  , 16.714% , 13035  , 16.941% , 2020/04
13  , 51,Dugtrio,Ground,,405,35,80,50,50,70,120,1,False            , 17.99647% , 16099  , 17.025% , 12034  , 15.640% , 2020/04
14  , 142,Aerodactyl,Rock,Flying,515,80,105,65,60,75,130,1,False         , 14.20125% , 13071  , 13.823% , 9929   , 12.904% , 2020/04
15  , 121,Starmie,Water,Psychic,520,60,75,85,100,85,115,1,False            , 13.87127% , 12773  , 13.508% , 9843   , 12.792% , 2020/04
16  , 214,Heracross,Bug,Fighting,500,80,125,75,40,95,85,2,False          , 12.67918% , 12215  , 12.917% , 9355   , 12.158% , 2020/04
17  , 135,Jolteon,Electric,,525,65,65,60,110,95,130,1,False            , 11.74615% , 11504  , 12.166% , 9524   , 12.378% , 2020/04
18  , 385,Jirachi,Steel,Psychic,600,100,100,100,100,100,100,3,True            , 11.36939% , 10200  , 10.787% , 8018   , 10.420% , 2020/04
19  , 286,Breloom,Grass,Fighting,460,60,130,80,60,60,70,3,False            ,  8.78488% , 7670   ,  8.111% , 6140   ,  7.980% , 2020/04
20  , 344,Claydol,Ground,Psychic,500,60,70,105,70,120,75,3,False            ,  8.61700% , 7186   ,  7.599% , 5793   ,  7.529% , 2020/04
21  , 350,Milotic,Water,,540,95,60,79,100,125,81,3,False            ,  8.03651% , 8153   ,  8.622% , 6661   ,  8.657% , 2020/04
22  , 330,Flygon,Ground,Dragon,520,80,100,80,80,80,100,3,False             ,  7.72626% , 7960   ,  8.418% , 6115   ,  7.947% , 2020/04
23  , 91,Cloyster,Water,Ice,525,50,95,180,85,45,70,1,False           ,  7.27853% , 6326   ,  6.690% , 5508   ,  7.158% , 2020/04
24  , 205,Forretress,Bug,Steel,465,75,90,140,60,60,40,2,False         ,  6.65426% , 6440   ,  6.810% , 5751   ,  7.474% , 2020/04
25  , 130,Gyarados,Water,Flying,540,95,125,79,60,100,81,1,False           ,  6.09125% , 6043   ,  6.391% , 5062   ,  6.579% , 2020/04
